city_state	Row Labels	City	County	Latitude	Longitude
"MARIETTA, NY"	NY	MARIETTA	ONONDAGA	42.884308	-76.283488
"MARILLA, NY"	NY	MARILLA	ERIE	42.835094	-78.556922
"MARION, NY"	NY	MARION	WAYNE	43.155061	-77.175823
"MARLBORO, NY"	NY	MARLBORO	ULSTER	41.613664	-73.995672
"MARTINSBURG, NY"	NY	MARTINSBURG	LEWIS	43.7378	-75.47
"MARTVILLE, NY"	NY	MARTVILLE	CAYUGA	43.257336	-76.624932
"MARYKNOLL, NY"	NY	MARYKNOLL	WESTCHESTER	41.1605	-73.8672
"MARYLAND, NY"	NY	MARYLAND	OTSEGO	42.538214	-74.917588
"MASONVILLE, NY"	NY	MASONVILLE	DELAWARE	42.200847	-75.379554
"MASPETH, NY"	NY	MASPETH	QUEENS	40.724032	-73.908541
"MASSAPEQUA, NY"	NY	MASSAPEQUA	NASSAU	40.683118	-73.455121
"MASSAPEQUA PARK, NY"	NY	MASSAPEQUA PARK	NASSAU	40.679079	-73.447926
"MASSENA, NY"	NY	MASSENA	SAINT LAWRENCE	44.927819	-74.910434
"MASTIC, NY"	NY	MASTIC	SUFFOLK	40.808294	-72.855128
"MASTIC BEACH, NY"	NY	MASTIC BEACH	SUFFOLK	40.765669	-72.837944
"MATTITUCK, NY"	NY	MATTITUCK	SUFFOLK	40.998753	-72.544604
"MAYBROOK, NY"	NY	MAYBROOK	ORANGE	41.490301	-74.213954
"MAYFIELD, NY"	NY	MAYFIELD	FULTON	43.15235	-74.240802
"MAYVILLE, NY"	NY	MAYVILLE	CHAUTAUQUA	42.227779	-79.508997
"MC CONNELLSVILLE, NY"	NY	MC CONNELLSVILLE	ONEIDA	43.2703	-75.7006
"MC DONOUGH, NY"	NY	MC DONOUGH	CHENANGO	42.50141	-75.778324
"MC GRAW, NY"	NY	MC GRAW	CORTLAND	42.601556	-76.063912
"MC LEAN, NY"	NY	MC LEAN	TOMPKINS	42.5516	-76.2834
"MECHANICVILLE, NY"	NY	MECHANICVILLE	SARATOGA	42.916092	-73.73302
"MECKLENBURG, NY"	NY	MECKLENBURG	SCHUYLER	42.4577	-76.7109
"MEDFORD, NY"	NY	MEDFORD	SUFFOLK	40.831632	-72.978593
"MEDINA, NY"	NY	MEDINA	ORLEANS	43.21377	-78.359441
"MEDUSA, NY"	NY	MEDUSA	ALBANY	42.46221	-74.140864
"MELLENVILLE, NY"	NY	MELLENVILLE	COLUMBIA	42.2531	-73.6683
"MELROSE, NY"	NY	MELROSE	RENSSELAER	42.851921	-73.600916
"MELVILLE, NY"	NY	MELVILLE	SUFFOLK	40.805409	-73.4536825
"MEMPHIS, NY"	NY	MEMPHIS	ONONDAGA	43.09765	-76.414502
"MENDON, NY"	NY	MENDON	MONROE	42.999729	-77.504396
"MERIDALE, NY"	NY	MERIDALE	DELAWARE	42.381862	-74.980715
"MERIDIAN, NY"	NY	MERIDIAN	CAYUGA	43.1658	-76.5374
"MERRICK, NY"	NY	MERRICK	NASSAU	40.664516	-73.552814
"MEXICO, NY"	NY	MEXICO	OSWEGO	43.464822	-76.242788
"MIDDLE FALLS, NY"	NY	MIDDLE FALLS	WASHINGTON	43.1008	-73.5256
"MIDDLE GRANVILLE, NY"	NY	MIDDLE GRANVILLE	WASHINGTON	43.447912	-73.299573
"MIDDLE GROVE, NY"	NY	MIDDLE GROVE	SARATOGA	43.10035	-73.972744
"MIDDLE ISLAND, NY"	NY	MIDDLE ISLAND	SUFFOLK	40.879155	-72.951416
"MIDDLE VILLAGE, NY"	NY	MIDDLE VILLAGE	QUEENS	40.718462	-73.88048
"MIDDLEBURGH, NY"	NY	MIDDLEBURGH	SCHOHARIE	42.555788	-74.303888
"MIDDLEPORT, NY"	NY	MIDDLEPORT	NIAGARA	43.192322	-78.485767
"MIDDLESEX, NY"	NY	MIDDLESEX	YATES	42.701166	-77.26201
"MIDDLETOWN, NY"	NY	MIDDLETOWN	ORANGE	41.47404	-74.414611
"MIDDLEVILLE, NY"	NY	MIDDLEVILLE	HERKIMER	43.139244	-74.926372
"MILFORD, NY"	NY	MILFORD	OTSEGO	42.592801	-74.990816
"MILL NECK, NY"	NY	MILL NECK	NASSAU	40.883427	-73.558385
"MILLBROOK, NY"	NY	MILLBROOK	DUTCHESS	41.779276	-73.675694
"MILLER PLACE, NY"	NY	MILLER PLACE	SUFFOLK	40.935352	-72.980496
"MILLERTON, NY"	NY	MILLERTON	DUTCHESS	41.966723	-73.544289
"MILLPORT, NY"	NY	MILLPORT	CHEMUNG	42.279894	-76.844503
"MILLWOOD, NY"	NY	MILLWOOD	WESTCHESTER	41.195843	-73.79625
"MILTON, NY"	NY	MILTON	ULSTER	41.651732	-73.986735
"MINEOLA, NY"	NY	MINEOLA	NASSAU	40.745837	-73.639408
"MINERVA, NY"	NY	MINERVA	ESSEX	43.818343	-74.017398
"MINETTO, NY"	NY	MINETTO	OSWEGO	43.3981	-76.4779
"MINEVILLE, NY"	NY	MINEVILLE	ESSEX	44.088047	-73.513332
"MINOA, NY"	NY	MINOA	ONONDAGA	43.070366	-76.004139
"MODEL CITY, NY"	NY	MODEL CITY	NIAGARA	43.185	-78.9838
"MODENA, NY"	NY	MODENA	ULSTER	41.660128	-74.101154
"MOHAWK, NY"	NY	MOHAWK	HERKIMER	42.967692	-74.936622
"MOHEGAN LAKE, NY"	NY	MOHEGAN LAKE	WESTCHESTER	41.312691	-73.850494
"MOIRA, NY"	NY	MOIRA	FRANKLIN	44.851056	-74.571742
"MONGAUP VALLEY, NY"	NY	MONGAUP VALLEY	SULLIVAN	41.687412	-74.789521
"MONROE, NY"	NY	MONROE	ORANGE	41.327344	-74.196122
"MONSEY, NY"	NY	MONSEY	ROCKLAND	41.117866	-74.082053
"MONTAUK, NY"	NY	MONTAUK	SUFFOLK	41.041325	-71.95601
"MONTEZUMA, NY"	NY	MONTEZUMA	CAYUGA	43.0101	-76.7038
"MONTGOMERY, NY"	NY	MONTGOMERY	ORANGE	41.52469	-74.252928
"MONTICELLO, NY"	NY	MONTICELLO	SULLIVAN	41.65566	-74.739734
"MONTOUR FALLS, NY"	NY	MONTOUR FALLS	SCHUYLER	42.347905	-76.844124
"MONTROSE, NY"	NY	MONTROSE	WESTCHESTER	41.24281	-73.944832
"MOOERS, NY"	NY	MOOERS	CLINTON	44.95903	-73.587016
"MOOERS FORKS, NY"	NY	MOOERS FORKS	CLINTON	44.958096	-73.715667
"MORAVIA, NY"	NY	MORAVIA	CAYUGA	42.757616	-76.406184
"MORIAH, NY"	NY	MORIAH	ESSEX	44.024892	-73.542767
"MORIAH CENTER, NY"	NY	MORIAH CENTER	ESSEX	44.063927	-73.572146
"MORICHES, NY"	NY	MORICHES	SUFFOLK	40.804375	-72.823556
"MORRIS, NY"	NY	MORRIS	OTSEGO	42.529028	-75.255752
"MORRISONVILLE, NY"	NY	MORRISONVILLE	CLINTON	44.708236	-73.594494
"MORRISTOWN, NY"	NY	MORRISTOWN	SAINT LAWRENCE	44.584942	-75.648106
"MORRISVILLE, NY"	NY	MORRISVILLE	MADISON	42.92972	-75.665422
"MORTON, NY"	NY	MORTON	MONROE	43.3236	-78.0006
"MOTTVILLE, NY"	NY	MOTTVILLE	ONONDAGA	42.9737	-76.4429
"MOUNT KISCO, NY"	NY	MOUNT KISCO	WESTCHESTER	41.199927	-73.718035
"MOUNT MARION, NY"	NY	MOUNT MARION	ULSTER	42.03305	-73.999414
"MOUNT MORRIS, NY"	NY	MOUNT MORRIS	LIVINGSTON	42.686115	-77.877978
"MOUNT SINAI, NY"	NY	MOUNT SINAI	SUFFOLK	40.933738	-73.010251
"MOUNT TREMPER, NY"	NY	MOUNT TREMPER	ULSTER	42.05013	-74.239286
"MOUNT UPTON, NY"	NY	MOUNT UPTON	CHENANGO	42.412766	-75.39646
"MOUNT VERNON, NY"	NY	MOUNT VERNON	WESTCHESTER	40.9129565	-73.829602
"MOUNT VISION, NY"	NY	MOUNT VISION	OTSEGO	42.609378	-75.114821
"MOUNTAIN DALE, NY"	NY	MOUNTAIN DALE	SULLIVAN	41.685198	-74.532408
"MOUNTAINVILLE, NY"	NY	MOUNTAINVILLE	ORANGE	41.4009	-74.0789
"MUMFORD, NY"	NY	MUMFORD	MONROE	42.9939	-77.8576
"MUNNSVILLE, NY"	NY	MUNNSVILLE	MADISON	42.965371	-75.586514
"NANUET, NY"	NY	NANUET	ROCKLAND	41.09564	-74.011084
"NAPANOCH, NY"	NY	NAPANOCH	ULSTER	41.808725	-74.419592
"NAPLES, NY"	NY	NAPLES	ONTARIO	42.65614	-77.38481
"NARROWSBURG, NY"	NY	NARROWSBURG	SULLIVAN	41.594995	-74.973611
"NASSAU, NY"	NY	NASSAU	RENSSELAER	42.527117	-73.595191
"NATURAL BRIDGE, NY"	NY	NATURAL BRIDGE	JEFFERSON	44.098954	-75.506644
"NEDROW, NY"	NY	NEDROW	ONONDAGA	42.949152	-76.184972
"NELLISTON, NY"	NY	NELLISTON	MONTGOMERY	42.9329	-74.6081
"NESCONSET, NY"	NY	NESCONSET	SUFFOLK	40.844173	-73.14432
"NEVERSINK, NY"	NY	NEVERSINK	SULLIVAN	41.850744	-74.618401
"NEW BALTIMORE, NY"	NY	NEW BALTIMORE	GREENE	42.4463	-73.7886
"NEW BERLIN, NY"	NY	NEW BERLIN	CHENANGO	42.64388	-75.302408
"NEW CITY, NY"	NY	NEW CITY	ROCKLAND	41.155532	-73.990751
"NEW HAMPTON, NY"	NY	NEW HAMPTON	ORANGE	41.373452	-74.431849
"NEW HARTFORD, NY"	NY	NEW HARTFORD	ONEIDA	43.060718	-75.268208
"NEW HAVEN, NY"	NY	NEW HAVEN	OSWEGO	43.4798	-76.3157
"NEW HYDE PARK, NY"	NY	NEW HYDE PARK	NASSAU	40.7528115	-73.6904515
"NEW KINGSTON, NY"	NY	NEW KINGSTON	DELAWARE	42.22007	-74.693286
"NEW LEBANON, NY"	NY	NEW LEBANON	COLUMBIA	42.469745	-73.410478
"NEW LISBON, NY"	NY	NEW LISBON	OTSEGO	42.592844	-75.21297
"NEW MILFORD, NY"	NY	NEW MILFORD	ORANGE	41.2345	-74.4144
"NEW PALTZ, NY"	NY	NEW PALTZ	ULSTER	41.762075	-74.087218
"NEW ROCHELLE, NY"	NY	NEW ROCHELLE	WESTCHESTER	40.91853025	-73.78356325
"NEW RUSSIA, NY"	NY	NEW RUSSIA	ESSEX	44.145283	-73.607234
"NEW SUFFOLK, NY"	NY	NEW SUFFOLK	SUFFOLK	40.980132	-72.468378
"NEW WINDSOR, NY"	NY	NEW WINDSOR	ORANGE	41.446504	-74.061998
"NEW WOODSTOCK, NY"	NY	NEW WOODSTOCK	MADISON	42.815389	-75.861046
"NEW YORK, NY"	NY	NEW YORK	NEW YORK	40.74162958	-73.9896034
"NEW YORK MILLS, NY"	NY	NEW YORK MILLS	ONEIDA	43.099813	-75.294584
"NEWARK, NY"	NY	NEWARK	WAYNE	43.073786	-77.097582
"NEWARK VALLEY, NY"	NY	NEWARK VALLEY	TIOGA	42.238553	-76.170324
"NEWBURGH, NY"	NY	NEWBURGH	ORANGE	41.512568	-74.01924225
"NEWCOMB, NY"	NY	NEWCOMB	ESSEX	44.024999	-74.077269
"NEWFANE, NY"	NY	NEWFANE	NIAGARA	43.261329	-78.724938
"NEWFIELD, NY"	NY	NEWFIELD	TOMPKINS	42.351566	-76.611053
"NEWPORT, NY"	NY	NEWPORT	HERKIMER	43.19189	-74.959806
"NEWTON FALLS, NY"	NY	NEWTON FALLS	SAINT LAWRENCE	44.209658	-74.973552
"NEWTONVILLE, NY"	NY	NEWTONVILLE	ALBANY	42.7466	-73.7594
"NIAGARA FALLS, NY"	NY	NIAGARA FALLS	NIAGARA	43.0986876	-79.0210674
"NIAGARA UNIVERSITY, NY"	NY	NIAGARA UNIVERSITY	NIAGARA	43.13802	-79.036533
"NICHOLS, NY"	NY	NICHOLS	TIOGA	42.045306	-76.374332
"NICHOLVILLE, NY"	NY	NICHOLVILLE	SAINT LAWRENCE	44.72489	-74.684638
"NINEVEH, NY"	NY	NINEVEH	BROOME	42.165528	-75.540362
"NIOBE, NY"	NY	NIOBE	CHAUTAUQUA	42.0126	-79.4498
"NIVERVILLE, NY"	NY	NIVERVILLE	COLUMBIA	42.448472	-73.659446
"NORFOLK, NY"	NY	NORFOLK	SAINT LAWRENCE	44.832238	-74.949092
"NORTH BABYLON, NY"	NY	NORTH BABYLON	SUFFOLK	40.732364	-73.325706
"NORTH BANGOR, NY"	NY	NORTH BANGOR	FRANKLIN	44.805877	-74.419299
"NORTH BAY, NY"	NY	NORTH BAY	ONEIDA	43.2303	-75.7486
"NORTH BLENHEIM, NY"	NY	NORTH BLENHEIM	SCHOHARIE	42.466703	-74.45883
"NORTH BOSTON, NY"	NY	NORTH BOSTON	ERIE	42.6856	-78.7793
"NORTH BRANCH, NY"	NY	NORTH BRANCH	SULLIVAN	41.81511	-74.969813
"NORTH BROOKFIELD, NY"	NY	NORTH BROOKFIELD	MADISON	42.838305	-75.378006
"NORTH CHATHAM, NY"	NY	NORTH CHATHAM	COLUMBIA	42.4718	-73.6325
"NORTH CHILI, NY"	NY	NORTH CHILI	MONROE	43.090077	-77.804011
"NORTH COLLINS, NY"	NY	NORTH COLLINS	ERIE	42.573719	-78.900466
"NORTH CREEK, NY"	NY	NORTH CREEK	WARREN	43.68906	-73.941212
"NORTH EVANS, NY"	NY	NORTH EVANS	ERIE	42.698	-78.9395
"NORTH GRANVILLE, NY"	NY	NORTH GRANVILLE	WASHINGTON	43.500522	-73.344433
"NORTH GREECE, NY"	NY	NORTH GREECE	MONROE	43.2549	-77.733
"NORTH HOOSICK, NY"	NY	NORTH HOOSICK	RENSSELAER	42.9226	-73.3603
"NORTH HUDSON, NY"	NY	NORTH HUDSON	ESSEX	44.011553	-73.819733
"NORTH JAVA, NY"	NY	NORTH JAVA	WYOMING	42.656561	-78.341132
"NORTH LAWRENCE, NY"	NY	NORTH LAWRENCE	SAINT LAWRENCE	44.756568	-74.662461
"NORTH NORWICH, NY"	NY	NORTH NORWICH	CHENANGO	42.6166	-75.5275
"NORTH PITCHER, NY"	NY	NORTH PITCHER	CHENANGO	42.656378	-75.826612
"NORTH RIVER, NY"	NY	NORTH RIVER	WARREN	43.632665	-74.130924
"NORTH ROSE, NY"	NY	NORTH ROSE	WAYNE	43.202856	-76.905936
"NORTH SALEM, NY"	NY	NORTH SALEM	WESTCHESTER	41.33414	-73.61156
"NORTH TONAWANDA, NY"	NY	NORTH TONAWANDA	NIAGARA	43.070646	-78.82139
"NORTHPORT, NY"	NY	NORTHPORT	SUFFOLK	40.913952	-73.332852
"NORTHVILLE, NY"	NY	NORTHVILLE	FULTON	43.260492	-74.224841
"NORWICH, NY"	NY	NORWICH	CHENANGO	42.54667	-75.562385
"NORWOOD, NY"	NY	NORWOOD	SAINT LAWRENCE	44.749305	-74.989754
"NUNDA, NY"	NY	NUNDA	LIVINGSTON	42.591275	-77.86981
"NYACK, NY"	NY	NYACK	ROCKLAND	41.085586	-73.918246
"OAK HILL, NY"	NY	OAK HILL	GREENE	42.420385	-74.15628
"OAKDALE, NY"	NY	OAKDALE	SUFFOLK	40.738598	-73.128636
"OAKFIELD, NY"	NY	OAKFIELD	GENESEE	43.08839	-78.267935
"OAKLAND GARDENS, NY"	NY	OAKLAND GARDENS	QUEENS	40.747014	-73.757308
"OAKS CORNERS, NY"	NY	OAKS CORNERS	ONTARIO	42.9323	-77.0128
"OBERNBURG, NY"	NY	OBERNBURG	SULLIVAN	41.8448	-75.0075
"OCEAN BEACH, NY"	NY	OCEAN BEACH	SUFFOLK	40.645722	-73.154261
"OCEANSIDE, NY"	NY	OCEANSIDE	NASSAU	40.634438	-73.638572
"ODESSA, NY"	NY	ODESSA	SCHUYLER	42.377247	-76.767663
"OGDENSBURG, NY"	NY	OGDENSBURG	SAINT LAWRENCE	44.674961	-75.482229
"OLCOTT, NY"	NY	OLCOTT	NIAGARA	43.3366	-78.7192
"OLD BETHPAGE, NY"	NY	OLD BETHPAGE	NASSAU	40.758891	-73.454141
"OLD CHATHAM, NY"	NY	OLD CHATHAM	COLUMBIA	42.428002	-73.556714
"OLD FORGE, NY"	NY	OLD FORGE	HERKIMER	43.731862	-74.906068
"OLD WESTBURY, NY"	NY	OLD WESTBURY	NASSAU	40.787054	-73.590871
"OLEAN, NY"	NY	OLEAN	CATTARAUGUS	42.082179	-78.41623
"OLIVEBRIDGE, NY"	NY	OLIVEBRIDGE	ULSTER	41.914068	-74.268103
"OLMSTEDVILLE, NY"	NY	OLMSTEDVILLE	ESSEX	43.85064	-74.094005
"ONEIDA, NY"	NY	ONEIDA	MADISON	43.060128	-75.627724
"ONEONTA, NY"	NY	ONEONTA	OTSEGO	42.490421	-75.030888
"ONTARIO, NY"	NY	ONTARIO	WAYNE	43.222744	-77.30828
"ONTARIO CENTER, NY"	NY	ONTARIO CENTER	WAYNE	43.2258	-77.3063
"ORANGEBURG, NY"	NY	ORANGEBURG	ROCKLAND	41.05244	-73.962378
"ORCHARD PARK, NY"	NY	ORCHARD PARK	ERIE	42.739434	-78.736791
"ORIENT, NY"	NY	ORIENT	SUFFOLK	41.150302	-72.240576
"ORISKANY, NY"	NY	ORISKANY	ONEIDA	43.1508	-75.359124
"ORISKANY FALLS, NY"	NY	ORISKANY FALLS	ONEIDA	42.960229	-75.484136
"ORWELL, NY"	NY	ORWELL	OSWEGO	43.564	-76.0025
"OSSINING, NY"	NY	OSSINING	WESTCHESTER	41.188562	-73.837451
"OSWEGATCHIE, NY"	NY	OSWEGATCHIE	SAINT LAWRENCE	44.2176	-75.108322
"OSWEGO, NY"	NY	OSWEGO	OSWEGO	43.434626	-76.453659
"OTEGO, NY"	NY	OTEGO	OTSEGO	42.439922	-75.219074
"OTISVILLE, NY"	NY	OTISVILLE	ORANGE	41.464513	-74.54013
"OTTO, NY"	NY	OTTO	CATTARAUGUS	42.351	-78.8193
"OUAQUAGA, NY"	NY	OUAQUAGA	BROOME	42.102644	-75.632472
"OVID, NY"	NY	OVID	SENECA	42.683871	-76.789941
"OWEGO, NY"	NY	OWEGO	TIOGA	42.096985	-76.276895
"OWLS HEAD, NY"	NY	OWLS HEAD	FRANKLIN	44.717701	-74.076502
"OXBOW, NY"	NY	OXBOW	JEFFERSON	44.1993	-75.6074
"OXFORD, NY"	NY	OXFORD	CHENANGO	42.445349	-75.638588
"OYSTER BAY, NY"	NY	OYSTER BAY	NASSAU	40.875368	-73.52824
"OZONE PARK, NY"	NY	OZONE PARK	QUEENS	40.680655	-73.848512
"PAINTED POST, NY"	NY	PAINTED POST	STEUBEN	42.177514	-77.139967
"PALATINE BRIDGE, NY"	NY	PALATINE BRIDGE	MONTGOMERY	42.920132	-74.541919
"PALENVILLE, NY"	NY	PALENVILLE	GREENE	42.192338	-74.043098
"PALISADES, NY"	NY	PALISADES	ROCKLAND	41.011761	-73.920514
"PALMYRA, NY"	NY	PALMYRA	WAYNE	43.057857	-77.220548
"PANAMA, NY"	NY	PANAMA	CHAUTAUQUA	42.058533	-79.503558
"PARADOX, NY"	NY	PARADOX	ESSEX	43.887429	-73.678478
"PARISH, NY"	NY	PARISH	OSWEGO	43.41545	-76.099378
"PARISHVILLE, NY"	NY	PARISHVILLE	SAINT LAWRENCE	44.541346	-74.773526
"PARKSVILLE, NY"	NY	PARKSVILLE	SULLIVAN	41.864508	-74.714913
"PATCHOGUE, NY"	NY	PATCHOGUE	SUFFOLK	40.737061	-72.900173
"PATTERSON, NY"	NY	PATTERSON	PUTNAM	41.485394	-73.58992
"PATTERSONVILLE, NY"	NY	PATTERSONVILLE	SCHENECTADY	42.855321	-74.125199
"PAUL SMITHS, NY"	NY	PAUL SMITHS	FRANKLIN	44.478665	-74.257305
"PAVILION, NY"	NY	PAVILION	GENESEE	42.87962	-78.003977
"PAWLING, NY"	NY	PAWLING	DUTCHESS	41.579772	-73.59082
"PEARL RIVER, NY"	NY	PEARL RIVER	ROCKLAND	41.061656	-74.012633
"PECONIC, NY"	NY	PECONIC	SUFFOLK	41.045273	-72.469254
"PEEKSKILL, NY"	NY	PEEKSKILL	WESTCHESTER	41.284739	-73.923184
"PELHAM, NY"	NY	PELHAM	WESTCHESTER	40.90454	-73.805904
"PENFIELD, NY"	NY	PENFIELD	MONROE	43.145695	-77.447352
"PENN YAN, NY"	NY	PENN YAN	YATES	42.63018	-77.053579
"PENNELLVILLE, NY"	NY	PENNELLVILLE	OSWEGO	43.26207	-76.245587
"PERKINSVILLE, NY"	NY	PERKINSVILLE	STEUBEN	42.5398	-77.6286
"PERRY, NY"	NY	PERRY	WYOMING	42.726362	-78.006588
"PERRYSBURG, NY"	NY	PERRYSBURG	CATTARAUGUS	42.479438	-79.003261
"PERU, NY"	NY	PERU	CLINTON	44.54922	-73.529348
"PETERBORO, NY"	NY	PETERBORO	MADISON	42.9597	-75.6842
"PETERSBURG, NY"	NY	PETERSBURG	RENSSELAER	42.731024	-73.375619
"PHELPS, NY"	NY	PHELPS	ONTARIO	42.963328	-77.018892
"PHILADELPHIA, NY"	NY	PHILADELPHIA	JEFFERSON	44.17371	-75.70379
"PHILLIPSPORT, NY"	NY	PHILLIPSPORT	SULLIVAN	41.6508	-74.4362
"PHILMONT, NY"	NY	PHILMONT	COLUMBIA	42.248838	-73.640879
"PHOENICIA, NY"	NY	PHOENICIA	ULSTER	42.040552	-74.354386
"PHOENIX, NY"	NY	PHOENIX	OSWEGO	43.265397	-76.348208
"PIERCEFIELD, NY"	NY	PIERCEFIELD	SAINT LAWRENCE	44.242368	-74.565987
"PIERMONT, NY"	NY	PIERMONT	ROCKLAND	41.040922	-73.912591
"PIERREPONT MANOR, NY"	NY	PIERREPONT MANOR	JEFFERSON	43.7353	-76.0592
"PIFFARD, NY"	NY	PIFFARD	LIVINGSTON	42.84254	-77.887288
"PIKE, NY"	NY	PIKE	WYOMING	42.5554	-78.1542
"PINE BUSH, NY"	NY	PINE BUSH	ORANGE	41.633446	-74.331654
"PINE CITY, NY"	NY	PINE CITY	CHEMUNG	42.048836	-76.909135
"PINE HILL, NY"	NY	PINE HILL	ULSTER	42.139896	-74.496876
"PINE ISLAND, NY"	NY	PINE ISLAND	ORANGE	41.290634	-74.487788
"PINE PLAINS, NY"	NY	PINE PLAINS	DUTCHESS	42.028271	-73.667062
"PINE VALLEY, NY"	NY	PINE VALLEY	CHEMUNG	42.225379	-76.864009
"PISECO, NY"	NY	PISECO	HAMILTON	43.608397	-74.576996
"PITCHER, NY"	NY	PITCHER	CHENANGO	42.60922	-75.839453
"PITTSFORD, NY"	NY	PITTSFORD	MONROE	43.054901	-77.522972
"PLAINVIEW, NY"	NY	PLAINVIEW	NASSAU	40.782376	-73.47405
"PLAINVILLE, NY"	NY	PLAINVILLE	ONONDAGA	43.1593	-76.4475
"PLATTEKILL, NY"	NY	PLATTEKILL	ULSTER	41.6176	-74.0764
"PLATTSBURGH, NY"	NY	PLATTSBURGH	CLINTON	44.683348	-73.459815
"PLEASANT VALLEY, NY"	NY	PLEASANT VALLEY	DUTCHESS	41.735041	-73.793746
"PLEASANTVILLE, NY"	NY	PLEASANTVILLE	WESTCHESTER	41.125506	-73.792422
"PLESSIS, NY"	NY	PLESSIS	JEFFERSON	44.282569	-75.834165
"PLYMOUTH, NY"	NY	PLYMOUTH	CHENANGO	42.659424	-75.659522
"POESTENKILL, NY"	NY	POESTENKILL	RENSSELAER	42.687926	-73.570923
"POINT LOOKOUT, NY"	NY	POINT LOOKOUT	NASSAU	40.610252	-73.593073
"POLAND, NY"	NY	POLAND	HERKIMER	43.221771	-75.076422
"POMONA, NY"	NY	POMONA	ROCKLAND	41.191419	-74.083108
"POMPEY, NY"	NY	POMPEY	ONONDAGA	42.9064	-76.0131
"POND EDDY, NY"	NY	POND EDDY	SULLIVAN	41.457481	-74.861988
"POPLAR RIDGE, NY"	NY	POPLAR RIDGE	CAYUGA	42.7386	-76.6186
"PORT BYRON, NY"	NY	PORT BYRON	CAYUGA	43.059028	-76.654283
"PORT CHESTER, NY"	NY	PORT CHESTER	WESTCHESTER	41.023197	-73.678118
"PORT CRANE, NY"	NY	PORT CRANE	BROOME	42.195913	-75.760719
"PORT EWEN, NY"	NY	PORT EWEN	ULSTER	41.907656	-73.979547
"PORT GIBSON, NY"	NY	PORT GIBSON	ONTARIO	43.0357	-77.156
"PORT HENRY, NY"	NY	PORT HENRY	ESSEX	44.055588	-73.460534
"PORT JEFFERSON, NY"	NY	PORT JEFFERSON	SUFFOLK	40.951312	-73.064734
"PORT JEFFERSON STATION, NY"	NY	PORT JEFFERSON STATION	SUFFOLK	40.91304	-73.0428
"PORT JERVIS, NY"	NY	PORT JERVIS	ORANGE	41.370322	-74.642474
"PORT KENT, NY"	NY	PORT KENT	ESSEX	44.5283	-73.4075
"PORT LEYDEN, NY"	NY	PORT LEYDEN	LEWIS	43.587208	-75.236273
"PORT WASHINGTON, NY"	NY	PORT WASHINGTON	NASSAU	40.827598	-73.69783333
"PORTAGEVILLE, NY"	NY	PORTAGEVILLE	WYOMING	42.540214	-78.090552
"PORTER CORNERS, NY"	NY	PORTER CORNERS	SARATOGA	43.169676	-73.917946
"PORTLAND, NY"	NY	PORTLAND	CHAUTAUQUA	42.377263	-79.475693
"PORTLANDVILLE, NY"	NY	PORTLANDVILLE	OTSEGO	42.504534	-74.981073
"PORTVILLE, NY"	NY	PORTVILLE	CATTARAUGUS	42.0483	-78.295344
"POTSDAM, NY"	NY	POTSDAM	SAINT LAWRENCE	44.654053	-74.941241
"POTTERSVILLE, NY"	NY	POTTERSVILLE	WARREN	43.724565	-73.819601
"POUGHKEEPSIE, NY"	NY	POUGHKEEPSIE	DUTCHESS	41.6871345	-73.892862
"POUGHQUAG, NY"	NY	POUGHQUAG	DUTCHESS	41.630962	-73.68131
"POUND RIDGE, NY"	NY	POUND RIDGE	WESTCHESTER	41.208544	-73.567918
"PRATTSBURGH, NY"	NY	PRATTSBURGH	STEUBEN	42.5067	-77.278437
"PRATTSVILLE, NY"	NY	PRATTSVILLE	GREENE	42.293696	-74.413336
"PREBLE, NY"	NY	PREBLE	CORTLAND	42.776813	-76.196415
"PRESTON HOLLOW, NY"	NY	PRESTON HOLLOW	ALBANY	42.456028	-74.258092
"PROSPECT, NY"	NY	PROSPECT	ONEIDA	43.3016	-75.1559
"PULASKI, NY"	NY	PULASKI	OSWEGO	43.566278	-76.13633
"PULTENEY, NY"	NY	PULTENEY	STEUBEN	42.533808	-77.178638
"PULTNEYVILLE, NY"	NY	PULTNEYVILLE	WAYNE	43.2794	-77.1865
"PURCHASE, NY"	NY	PURCHASE	WESTCHESTER	41.037443	-73.71703
"PURDYS, NY"	NY	PURDYS	WESTCHESTER	41.315982	-73.675584
"PURLING, NY"	NY	PURLING	GREENE	42.276533	-74.01578
"PUTNAM STATION, NY"	NY	PUTNAM STATION	WASHINGTON	43.752996	-73.417308
"PUTNAM VALLEY, NY"	NY	PUTNAM VALLEY	PUTNAM	41.400498	-73.821525
"PYRITES, NY"	NY	PYRITES	SAINT LAWRENCE	44.5149	-75.1862
"QUAKER STREET, NY"	NY	QUAKER STREET	SCHENECTADY	42.7347	-74.1869
"QUEENS VILLAGE, NY"	NY	QUEENS VILLAGE	QUEENS	40.72040933	-73.74445133
"QUEENSBURY, NY"	NY	QUEENSBURY	WARREN	43.365719	-73.671277
"QUOGUE, NY"	NY	QUOGUE	SUFFOLK	40.827531	-72.60057
"RAINBOW LAKE, NY"	NY	RAINBOW LAKE	FRANKLIN	44.4667	-74.1735
"RANDOLPH, NY"	NY	RANDOLPH	CATTARAUGUS	42.149865	-78.924833
"RANSOMVILLE, NY"	NY	RANSOMVILLE	NIAGARA	43.235123	-78.906692
